,c2,c4,c5,c6
649,Since our learner treats all values as nominal  we discretized the values of dep and len with a C45 classifier  ,Fundamental,Basis,1
650,Kruijff et al   describe an architecture which supports generating the appropriate word order for different languages,BackGround,GRelated,1
651,KruijffKorbayova et al   address the task of word order generation in the same vein,BackGround,GRelated,1
652,Similar to Langkilde  Knight   we utilize statistical methods,Fundamental,Idea,1
653,Kendalls t  which has been used for evaluating sentence ordering tasks    is the second metric we use,Fundamental,Basis,1
654,Eg  in texttotext generation    new sentences are fused from dependency structures of input sentences,BackGround,GRelated,1
655,Ringger et al   aim at regenerating the order of constituents as well as the order within them for German and French technical manuals,BackGround,GRelated,1
656,Similar to Ringger et al    we find the order with the highest probability conditioned on syntactic and semantic categories,Fundamental,Idea,1
657,Apart from acc and t  we also adopt the metrics used by Uchimoto et al   and Ringger et al  ,Fundamental,Basis,1
658,According to the inv metric  our results are considerably worse than those reported by Ringger et al  ,Compare,Compare,2
659,We retrained our system on a corpus of newspaper articles   which is manually annotated but encodes no semantic knowledge,Fundamental,Basis,1
660,The work of Uchimoto et al   is done on the free word order language Japanese,BackGround,GRelated,1
661,For the fourth baseline UCHIMOTO  we utilized a maximum entropy learner OpenNLP 8 and reimplemented the algorithm of Uchimoto et al  ,Fundamental,Basis,1
662,Uszkoreit   addresses the problem from a mostly grammarbased perspective and suggests weighted constraints  such as nom  dat  pro  pro  focus  focus  etc,BackGround,GRelated,1
663,Unlike overgeneration approaches   which select the best of all possible outputs ours is more efficient  because we do not need to generate every permutation,Compare,Compare,1
664,It also compares reasonably with other more recent evaluations   which derive their input data from the penn Treebank by transforming each sentence tree into a format suitable for the realiser  ,BackGround,SRelated,1
665,For instance    reports that the implementation of such a processor for Surge was the most time consuming part of the evaluation with the resulting component containing 4000 lines of code and 900 rules,BackGround,GRelated,1
666,The realiser presented here differs in mainly two ways from existing reversible realisers such as  s CCG system or the HPSG ERG based realiser  ,Compare,Compare,1
667,The reason for this is that the grammar is compiled from a higher level description where tree fragments are first encapsulated into socalled classes and then explicitly combined by inheritance  conjunction and disjunction to produce the grammar elementary trees cf  ,BackGround,SRelated,1
668,Thus for instance  both REALPRO   and Surge   assume that the input associates semantic literals with low level syntactic and lexical information mostly leaving the realiser to just handle inflection  word order  insertion of grammatical words and agreement,BackGround,GRelated,1
669,To associate semantic representations with natural language expressions  the FTAG is modified as proposed in  ,Fundamental,Idea,1
670,The proposal draws on ideas from   and aims to determine whether for a given input a set of TAG elementary trees whose semantics equate the input semantics  syntactic requirements and resources cancel out,Fundamental,Idea,1
671,It could be used for instance  in combination with the parser and the semantic construction module described in    to support textual entailment recognition or answer detection in question answering,BackGround,GRelated,1
672,We rely on these features to associate one and the same semantic to large sets of trees denoting semantically equivalent but syntactically distinct configurations cf  ,Fundamental,Basis,1
673,The basic surface realisation algorithm used is a bottom up  tabular realisation algorithm   optimised for TAGs,Fundamental,Basis,2
674,Similarly  KPML   assumes access to ideational  interpersonal and textual information which roughly corresponds to semantic  moodvoice  themerheme and focusground information,BackGround,SRelated,1
675,In order to ensure this determinism  NLG geared realisers generally rely on theories of grammar which systematically link form to function such as systemic functional grammar SFG    and  to a lesser extent  Meaning Text Theory MTT   ,BackGround,GRelated,1
676,First  the paraphrase figures might seem low wrt to eg  work by   which mentions several thousand outputs for one given input and an average number of realisations per input varying between 857 and 1022,BackGround,SRelated,1
677,This does not seem to be the case in  s approach where the count seems to include all sentences associated by the grammar with the input semantics,BackGround,SRelated,1
678,A Featurebased TAG FTAG    consists of a set of auxiliary or initial elementary trees and of two tree composition operations substitution and adjunction,BackGround,SRelated,1
679,A first possibility would be to draw on  s proposal and compute the enriched input based on the traversal of a systemic network,BackGround,SRelated,1
680,Thus for instance    resorts to ad hoc mapping tables to associate substitution nodes with semantic indices and frnodes to constrain adjunction to the correct nodes,BackGround,GRelated,1
681,While there have been previous systems that encode generation as planning    our approach is distinguished from these systems by its focus on the grammatically specified contributions of each individual word and the TAG tree it anchors to syntax  semantics  and local pragmatics  ,BackGround,GRelated,1
682,It also allows us to benefit from the past and ongoing advances in the performance of offtheshelf planners  ,BackGround,GRelated,1
683,Unlike some approaches    we do not have to distinguish between generating NPs and expressions of other syntactic categories,Compare,Compare,1
684,The context set of an intended referent is the set of all individuals that the hearer might possibly confuse it with  ,BackGround,SRelated,1
685,It is based on the wellknown STRIPS language  ,BackGround,SRelated,2
686,The grammar formalism we use here is that of lexicalized treeadjoining grammars LTAG Joshi and Schabes  ,Fundamental,Basis,1
687,In order to use the planner as a surface realization algorithm for TAG along the lines of Koller and Striegnitz    we attach semantic content to each elementary tree and require that the sentence achieves a certain communicative goal,Fundamental,Basis,1
688,However  this problem is NPcomplete  by reduction of Hamiltonian Cycle  unsurprisingly  given that it encompasses realization  and the very similar realization problem in Koller and Striegnitz   is NPhard,BackGround,SRelated,1
689,PDDL   is the standard input language for modern planning systems,BackGround,SRelated,1
690,In a scenario that involves multiple rabbits  multiple hats  and multiple individuals that are inside other individuals  but only one pair of a rabbit r inside a hat h  the expression X takes the rabbit from the hat is sufficient to refer uniquely to r and h  ,BackGround,SRelated,1
691,We share these advantages with systems such as SPUD  ,Fundamental,Basis,1
692,This makes our encoding more direct and transparent than those in work like Thomason and Hobbs   and Stone et al  ,Compare,Compare,1
693,We follow Stone et al   in formalizing the semantic content of a lexicalized elementary tree t as a finite set of atoms but unlike in earlier approaches  we use the semantic roles in t as the arguments of these atoms,Fundamental,Idea,1
694,The three pragmatic predicates that we will use here are hearernew  indicating that the hearer does not know about the existence of an individual and cant infer it    hearerold for the opposite  and contextset,BackGround,SRelated,1
695,In addition to the semantic content  we equip every elementary tree in the grammar with a semantic requirement and a pragmatic condition  ,Fundamental,Basis,1
696,Supertag This is a variant of the approach above  but using supertags   instead of PoS tags,BackGround,SRelated,1
697,For example  the metrics proposed in Bangalore et al    such as Simple Accuracy and Generation Accuracy  measure changes with respect to a reference string based on the idea of stringedit distance,BackGround,GRelated,1
698,The judges were then presented with the 50 sentences in random order  and asked to score the sentences according to their own scale  as in magnitude estimation   these scores were then normalised in the range 0 1,Fundamental,Idea,1
699,Regarding the interpretation of the absolute value of Pearsons correlation coefficients  both here and in the rest of the paper  we adopt Cohens scale   for use in human judgements  given in Table 1 we use this as most of this work is to do with human judgements of fluency,Fundamental,Basis,1
700,Those chosen were the Connexor parser  2 the Collins parser    and the Link Grammar parser  ,Fundamental,Basis,1
701,For example  in statistical MT the translation model and the language model are treated separately  characterised as faithfulness and fluency respectively as in the treatment in Jurafsky and Martin  ,BackGround,GRelated,1
702,A neat solution to poor sentencelevel evaluation proposed by Kulesza and Shieber   is to use a Support Vector Machine  using features such as word error rate  to estimate sentencelevel translation quality,BackGround,SRelated,1
703,Bleu   is a canonical example in matching ngrams in a candidate translation text with those in a reference text  the metric measures faithfulness by counting the matches  and fluency by implicitly using the reference ngrams as a language model,BackGround,GRelated,1
704,Quite a different idea was suggested in Wan et al    of using the grammatical judgement of a parser to assess fluency  giving a measure independent of the language model used to generate the text,BackGround,GRelated,1
705,In terms of automatic evaluation  we are not aware of any technique that measures only fluency or similar characteristics  ignoring content  apart from that of Wan et al  ,BackGround,SRelated,1
706,The consistency and magnitude of the first three parser metrics  however  lends support to the idea of Wan et al   to use something like these as indicators of generated sentence fluency,BackGround,SRelated,1
707,Similarly  the ultrasummarisation model of Witbrock and Mittal   consists of a content model  modelling the probability that a word in the source text will be in the summary  and a language model,BackGround,GRelated,1
708,In this model we violate the Markov assumption of independence in much the same way as Witbrock and Mittal   in their combination of content and language model probabilities  by backtracking at every state in order to discourage repeated words and avoid loops,Fundamental,Idea,1
709,Zajic et al   use similar scales for summarisation,BackGround,GRelated,1
710,Coreference resolution on text datasets is wellstudied eg   ,BackGround,GRelated,1
711,We employ a set of verbal features that is similar to the features used by stateoftheart coreference resolution systems that operate on text eg   ,Fundamental,Basis,2
712,Evaluation metric Coreference resolution is often performed in two phases a binary classification phase  in which the likelihood of coreference for each pair of noun phrases is assessed and a partitioning phase  in which the clusters of mutuallycoreferring NPs are formed  maximizing some global criterion  ,BackGround,SRelated,1
713,The verbal features that we have included are a representative sample from the literature eg   ,Fundamental,Basis,2
714,also consider training separate classifiers and combining their posteriors  either through weighted addition or multiplication this is sometimes called late fusion Late fusion is also employed for gesturespeech combination in  ,BackGround,GRelated,1
715,All features are computed from hand and body pixel coordinates  which are obtained via computer vision our vision system is similar to  ,Fundamental,Idea,1
716,The continuousvalued features were binned using a supervised technique  ,Fundamental,Basis,1
717,While people have little difficulty distinguishing between meaningful gestures and irrelevant hand motions eg  selftouching  adjusting glasses    NLP systems may be confused by such seemingly random movements,BackGround,GRelated,1
718,Markable noun phrases  those that are permitted to participate in coreference relations  were annotated by the first author  in accordance with the MUC task definition  ,Fundamental,Basis,1
719,To measure the similarity between gesture trajectories  we use dynamic time warping    which gives a similarity metric for temporal data that is invariant to speed,Fundamental,Basis,1
720,In addition  verbal language is different when used in combination with meaningful nonverbal communication than when it is used unimodally  ,BackGround,SRelated,1
721,Kehler finds that fullyspecified noun phrases are less likely to receive multimodal support  ,BackGround,GRelated,1
722,Last  we note that NPs with adjectival modifiers were assigned negative weights  supporting the finding of   that fullyspecified NPs are less likely to receive multimodal support,BackGround,SRelated,1
723,Experiments in both   and   find no conclusive winner among early fusion  additive late fusion  and multiplicative late fusion,BackGround,GRelated,1
724,JSdiv reports the JensenShannon divergence  a continuousvalued feature used to measure the similarity in cluster assignment probabilities between the two gestures  ,BackGround,GRelated,1
725,The objective function Equation 1 is optimized using a Java implementation of LBFGS  a quasiNewton numerical optimization technique  ,Fundamental,Basis,1
726,However  nonverbal modalities are often noisy  and their interactions with speech are complex  ,BackGround,GRelated,1
727,Our nonverbal features attempt to capture similarity between the speakers hand gestures similar gestures are thought to suggest semantic similarity  ,Fundamental,Idea,1
728,Euclidean distance captures cases in which the speaker is performing a gestural hold in roughly the same location  ,BackGround,SRelated,1
729,Nonverbal meta features Research on gesture has shown that semantically meaningful hand motions usually take place away from rest position  which is located at the speakers lap or sides  ,BackGround,GRelated,1
730,Indeed  the psychology literature describes a finitestate model of gesture  proceeding from preparation  to stroke  hold  and then retraction  ,BackGround,GRelated,1
731,Verbal meta features Meaningful gesture has been shown to be more frequent when the associated speech is ambiguous  ,BackGround,GRelated,1
732,The use of hidden variables in a conditionallytrained model follows  ,Fundamental,Idea,1
733,For example  Shriberg et al   explore the use of prosodic features for sentence and topic segmentation,BackGround,GRelated,1
734,While more flexible than the interpolation techniques described in    training modalityspecific classifiers separately is still suboptimal compared to training them jointly  because independent training of the modalityspecific classifiers forces them to account for data that they cannot possibly explain,BackGround,GRelated,1
735,Toyama and Horvitz   introduce a Bayesian network approach to modality combination for speaker identification,BackGround,GRelated,1
736,Introduction With recent advances in spoken dialogue system technologies  researchers have turned their attention to more complex domains egtutoring    technical support    medication assistance  ,BackGround,GRelated,1
737,Average standard deviation for objective metrics in the first problem Related work Discourse structure has been successfully used in noninteractive settings egunderstanding specific lexical and prosodic phenomena     natural language generation    essay scoring   as well as in interactive settings egpredictivegenerative models of postural shifts    generationinterpretation of anaphoric expressions    performance modeling  ,BackGround,GRelated,2
738,Other visual improvements for dialoguebased computer tutors have been explored in the past egtalking heads  ,BackGround,GRelated,1
739,This information is implicitly encoded in the intentional structure of a discourse as proposed in the Grosz  Sidner theory of discourse  ,Fundamental,Basis,1
740,3  The Navigation Map NM We use the Grosz  Sidner theory of discourse   to inform our NM design,Fundamental,Basis,1
741,2 ITSPOKE ITSPOKE   is a stateoftheart tutoring spoken dialogue system for conceptual physics,BackGround,SRelated,1
742,Thus  interacting with such systems can be characterized by an increased user cognitive load associated with listening to often lengthy system turns and the need to integrate the current information to the discussion overall  ,BackGround,GRelated,1
743,However  implementing the NM in a new domain requires little expertise as previous work has shown that nave users can reliably annotate the information needed for the NM  ,BackGround,GRelated,1
744,While a somewhat similar graphical representation of the discourse structure has been explored in one previous study    to our knowledge we are the first to test its benefits see Section 6,BackGround,SRelated,1
745,This theory has inspired several generic dialogue managers for spoken dialogue systems eg  ,BackGround,GRelated,1
746,One related study is that of  ,BackGround,SRelated,1
747,Results for Q16 Questions Q16 were inspired by previous work on spoken dialogue system evaluation eg   and measure users overall perception of the system,Fundamental,Idea,1
748,This situation is very similar to the training process of translation models in statistical machine translation    where parallel corpus is used to find the mappings between words from different languages by exploiting their cooccurrence patterns,Fundamental,Idea,1
749,   JPrWj o k  1  Vk j 1 This optimization problem can be solved by the EM algorithm  ,BackGround,SRelated,1
750,Studies have also shown that eye gaze has a potential to improve resolution of underspecified referring expressions in spoken dialog systems   and to disambiguate speech input  ,BackGround,GRelated,2
751,Given the recent advances in eye tracking technology    integrating nonintrusive and high performance eye trackers with conversational interfaces becomes feasible,BackGround,GRelated,1
752,Motivated by psycholinguistic studies   and recent investigations on computational models for language acquisition and grounding    we are particularly interested in two unique questions related to multimodal conversational systems 1 In a multimodal conversation that involves more complex tasks eg  both user initiated tasks and system initiated tasks  is there a reliable temporal alignment between eye gaze and spoken references so that the coupled inputs can be used for automated vocabulary acquisition and interpretation 2 If such an alignment exists  how can we model this alignment and automatically acquire and interpret the vocabularies To address the first question  we conducted an empirical study to examine the temporal relationships between eye fixations and their corresponding spoken references,Fundamental,Idea,1
753,Additionally  before speaking a word  the eyes usually move to the objects to be mentioned  ,BackGround,GRelated,1
754,Previous psycholinguistics studies have shown that the direction of gaze carries information about the focus of the users attention  ,BackGround,GRelated,1
755,In research on multimodal interactive systems  recent work indicates that the speech and gaze integration patterns can be modeled reliably for individual users and therefore be used to improve multimodal system performances  ,BackGround,GRelated,2
756,In addition  visual properties of the interface also affect user gaze behavior and thus influence the predication of attention   based on eye gaze,BackGround,SRelated,1
757,Recent work has shown that the effect of eye gaze in facilitating spoken language processing varies among different users  ,BackGround,GRelated,1
758,Recent studies have shown that multisensory information eg  through vision and language processing can be combined to effectively acquire words to their perceptually grounded objects in the environment  ,BackGround,GRelated,2
759,The perceived visual context influences spoken word recognition and mediates syntactic processing  ,BackGround,GRelated,1
760,Figure 1 Multimodal interface on tablet In this paper we explore the application of multimodal interface technologies See Andr   for an overview to the creation of more effective systems used to search and browse for entertainment content in the home,Fundamental,Basis,1
761,These interfaces are cumbersome and do not scale well as the range of content available increases  ,BackGround,GRelated,3
762,An important advantage of speech is that it makes it easy to combine multiple constraints over multiple dimensions within a single query  ,BackGround,SRelated,2
763,A number of previous systems have investigated the addition of unimodal spoken search queries to a graphical electronic program guide   Goto et al  2003 Wittenburg et al  2006,BackGround,GRelated,1
764,Others have gone beyond unimodal speech input and added multimodal commands combining speech with pointing  ,BackGround,GRelated,1
765,This develops and extends upon the multimodal architecture underlying the MATCH system  ,Fundamental,Basis,1
766,Speech recognition results  pointing gestures made on the display  and handwritten inputs  are all passed to a multimodal understanding server which uses finitestate multimodal language processing techniques   to interpret and integrate the speech and gesture,Fundamental,Basis,1
767,However  as also reported in previous work    recognition accuracy remains a serious problem,BackGround,GRelated,1
768,The past few years have seen considerable improvement in the performance of unsupervised parsers   and  for the first time  unsupervised parsers have been able to improve on the rightbranching heuristic for parsing English,BackGround,GRelated,1
769,Some of these subsets were used for scoring in  ,BackGround,SRelated,1
770,Table 1 gives two baselines and the parsing results for WSJ10  WSJ40  Negra10 and Negra40 for recent unsupervised parsing algorithms CCM and DMVCCM    UDOP   and UMLDOP  ,Fundamental,Basis,1
771,There are several algorithms for doing so    which cluster words into classes based on the most frequent neighbors of each word,BackGround,GRelated,1
772,This restriction is inspired by psycholinguistic research which suggests that humans process language incrementally  ,Fundamental,Idea,1
773,When Klein and Manning induce the partsofspeech  they do so from a much larger corpus containing the full WSJ treebank together with additional WSJ newswire  ,BackGround,SRelated,1
774,This can either be semisupervised parsing  using both annotated and unannotated data   or unsupervised parsing  training entirely on unannotated text,BackGround,GRelated,1
775,This problem is known in psycholinguistics as the problem of reanalysis  ,BackGround,GRelated,1
776,For large datasets  we use an ensemble technique inspired by Bagging  ,Fundamental,Idea,1
777,In particular  we consider an algorithm proposed by Camerini et al   which has a worstcase complexity of Okm logn  where k is the number of parses we want  n is the number of words in the input sentence  and m is the number of edges in the hypothesis graph,Fundamental,Basis,1
778,The kbest MST algorithm we introduce in this paper is the algorithm described in Camerini et al  ,Fundamental,Basis,1
779,Algorithm 1 is a version of the MST algorithm as presented by Camerini et al   subtleties of the algorithm have been omitted,Fundamental,Idea,1
780,We have introduced the Camerini et al   kbest MST algorithm and have shown how to efficiently train MaxEnt models for dependency parsing,Fundamental,Basis,2
781,Many of the model features have been inspired by the constituencybased features presented in Charniak and Johnson  ,Fundamental,Idea,1
782,Other DP solutions use constituencybased parsers to produce phrasestructure trees  from which dependency structures are extracted  ,BackGround,GRelated,1
783,An efficient algorithm for generating the kbest parse trees for a constituencybased parser was presented in Huang and Chiang   a variation of that algorithm was used for generating projective dependency trees for parsing in Dreyer et al   and for training in McDonald et al  ,BackGround,GRelated,1
784,The DP algorithms are generally variants of the CKY bottomup chart parsing algorithm such as that proposed by Eisner  ,BackGround,SRelated,1
785,2 In order to explore a rich set of syntactic features in the MST framework  we can either approximate the optimal nonprojective solution as in McDonald and Pereira    or we can use the constrained MST model to select a subset of the set of dependency parses to which we then apply lessconstrained models,BackGround,GRelated,1
786,Unlike the training procedure employed by McDonald et al   and McDonald and Pereira    we provide positive and negative examples in the training data,Compare,Compare,1
787,A second labeling stage can be applied to get labeled dependency structures as described in  ,BackGround,SRelated,1
788,The Maximum Spanning Tree algorithm 1 was recently introduced as a viable solution for nonprojective dependency parsing  ,BackGround,GRelated,1
789,McDonald et al   introduced a model for dependency parsing based on the EdmondsChuLiu algorithm,BackGround,GRelated,1
790,Many of the features above were introduced in McDonald et al   specifically  the nodetype  inside  and edge features,BackGround,SRelated,1
791,We have adopted the conditional Maximum Entropy MaxEnt modeling paradigm as outlined in Charniak and Johnson   and Riezler et al  ,Fundamental,Basis,1
792,Work on statistical dependency parsing has utilized either dynamicprogramming DP algorithms or variants of the EdmondsChuLiu MST algorithm see Tarjan  ,BackGround,SRelated,1
793,This can be reduced to Okn 2 in dense graphs 4 by choosing appropriate data structures  ,BackGround,SRelated,1
